City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
58,Nemuro,43.3236,145.575,52.38,82,100,37.87,JP,2021-11-30 20:07:37
59,Longyearbyen,78.2186,15.6401,6.64,66,0,18.41,SJ,2021-11-30 20:09:25
60,Castro,-24.7911,-50.0119,80.96,37,0,4.68,BR,2021-11-30 20:09:25
61,Gorontalo,0.5412,123.0595,75.72,94,100,3.04,ID,2021-11-30 20:09:25
62,Thompson,55.7435,-97.8558,6.13,81,72,5.79,CA,2021-11-30 20:09:26
63,Saint-Louis,16.3333,-15.0,82.15,18,70,10.07,SN,2021-11-30 20:09:26
64,Port Elizabeth,-33.918,25.5701,63.1,85,27,4.68,ZA,2021-11-30 20:05:01
65,Shiyan,32.6475,110.7781,39.47,52,4,1.54,CN,2021-11-30 20:09:26
66,Sao Joao Da Barra,-21.6403,-41.0511,77.09,94,100,6.29,BR,2021-11-30 20:09:27
67,Barrow,71.2906,-156.7887,-16.58,69,1,11.5,US,2021-11-30 20:09:27
68,Yellowknife,62.456,-114.3525,-8.72,88,86,7.02,CA,2021-11-30 20:09:27
69,Saint-Pierre,-21.3393,55.4781,76.68,77,0,9.22,RE,2021-11-30 20:09:28
70,Avarua,-21.2078,-159.775,78.85,69,20,6.91,CK,2021-11-30 20:09:28
71,Alofi,-19.0595,-169.9187,82.29,65,40,12.66,NU,2021-11-30 20:09:28
72,Hilo,19.7297,-155.09,77.25,83,20,4.61,US,2021-11-30 20:05:08
73,Beringovskiy,63.05,179.3167,9.55,97,100,3.91,RU,2021-11-30 20:09:29
74,Adrar,20.5022,-10.0711,69.04,17,95,10.58,MR,2021-11-30 20:09:29
75,East London,-33.0153,27.9116,67.03,79,79,2.35,ZA,2021-11-30 20:09:29
76,Mikkeli,61.6886,27.2723,19.51,86,90,6.91,FI,2021-11-30 20:09:30
77,Turtas,58.9417,69.1325,30.4,83,100,11.32,RU,2021-11-30 20:09:30
78,Faanui,-16.4833,-151.75,80.6,78,100,19.19,PF,2021-11-30 20:09:30
79,Carnarvon,-24.8667,113.6333,69.87,78,90,19.57,AU,2021-11-30 20:09:31
80,Provideniya,64.3833,-173.3,-6.65,59,0,6.71,RU,2021-11-30 20:09:31
81,Wajima,37.4,136.9,54.63,78,100,34.05,JP,2021-11-30 20:09:31
82,Chuy,-33.6971,-53.4616,68.47,80,37,15.14,UY,2021-11-30 20:09:31
83,Sangar,63.9242,127.4739,-15.75,95,100,6.29,RU,2021-11-30 20:09:32
84,Butaritari,3.0707,172.7902,80.87,79,52,10.29,KI,2021-11-30 20:09:32
85,Luderitz,-26.6481,15.1594,63.07,71,0,18.77,NA,2021-11-30 20:09:33
86,Vila Franca Do Campo,37.7167,-25.4333,63.19,87,100,12.26,PT,2021-11-30 20:09:33
87,Flinders,-34.5833,150.8552,68.2,93,100,1.01,AU,2021-11-30 20:09:33
88,Jamestown,42.097,-79.2353,35.71,84,90,7.0,US,2021-11-30 20:05:31
89,Clyde River,70.4692,-68.5914,0.01,94,100,4.23,CA,2021-11-30 20:09:34
90,Rabo De Peixe,37.8,-25.5833,62.28,93,40,11.5,PT,2021-11-30 20:09:34
91,Neftegorsk,52.802,51.166,38.75,98,100,14.43,RU,2021-11-30 20:09:34
92,Mana,5.6592,-53.7767,80.13,81,100,9.98,GF,2021-11-30 20:09:34
93,Port Antonio,18.18,-76.4612,78.91,76,100,8.55,JM,2021-11-30 20:10:35
94,Prince Rupert,54.3161,-130.3201,49.59,85,100,23.24,CA,2021-11-30 20:10:35
95,San Rafael,-34.6177,-68.3301,73.99,35,40,16.11,AR,2021-11-30 20:09:29
96,Banepa,27.6298,85.5214,48.52,93,40,3.44,NP,2021-11-30 20:10:35
97,Mount Isa,-20.7333,139.5,62.37,45,0,1.14,AU,2021-11-30 20:10:36
98,Lishui,28.4604,119.9103,39.69,77,0,2.98,CN,2021-11-30 20:10:36
99,Progreso,21.2833,-89.6667,81.1,69,84,14.61,MX,2021-11-30 20:10:36
100,Sosnogorsk,63.6023,53.8817,16.56,93,100,15.84,RU,2021-11-30 20:10:37
101,Novonukutskiy,53.7002,102.7117,5.47,94,57,1.66,RU,2021-11-30 20:10:37
102,Murchison,-41.8,172.3333,65.03,80,94,1.23,NZ,2021-11-30 20:10:37
103,Arawa,-6.2132,155.5367,78.51,90,81,1.05,PG,2021-11-30 20:10:38
104,Gazojak,41.1875,61.4036,50.31,41,0,11.16,TM,2021-11-30 20:10:38
105,Kodiak,57.79,-152.4072,26.11,80,75,4.61,US,2021-11-30 20:10:38
106,Kaohsiung,22.6163,120.3133,64.04,78,100,5.01,TW,2021-11-30 20:07:36
107,Tual,-5.6667,132.75,83.75,73,100,7.29,ID,2021-11-30 20:10:39
108,Korgen,66.0771,13.8153,23.27,86,79,5.48,NO,2021-11-30 20:10:39
109,Storforshei,66.4043,14.5233,13.78,67,0,3.44,NO,2021-11-30 20:10:39
110,Santa Fe,-31.6333,-60.7,90.01,28,0,1.99,AR,2021-11-30 20:10:40
111,Bluff,-46.6,168.3333,55.8,76,91,15.61,NZ,2021-11-30 20:10:40
112,Leningradskiy,69.3833,178.4167,-21.62,96,48,10.13,RU,2021-11-30 20:10:40
113,Morros,-9.4467,-46.3003,80.47,70,83,3.31,BR,2021-11-30 20:10:41
114,Almaznyy,48.0448,40.045,39.34,85,100,3.94,RU,2021-11-30 20:10:41
115,Kaura Namoda,12.5898,6.5779,78.39,15,33,9.46,NG,2021-11-30 20:10:41
116,Najran,17.4924,44.1277,57.69,38,2,0.11,SA,2021-11-30 20:10:42
117,Bogorodskoye,56.55,37.8833,26.1,89,100,21.21,RU,2021-11-30 20:10:42
118,Mashhad,36.297,59.6062,46.54,57,0,0.0,IR,2021-11-30 20:10:09
119,Tatarsk,55.219,75.9828,5.9,93,8,6.33,RU,2021-11-30 20:10:42
120,Guerrero Negro,27.9769,-114.0611,72.21,54,0,12.08,MX,2021-11-30 20:10:43
121,Garowe,8.4054,48.4845,71.51,67,52,14.14,SO,2021-11-30 20:10:43
122,Biak,-0.9131,122.8766,77.14,73,99,2.42,ID,2021-11-30 20:10:43
123,Kamaishi,39.2667,141.8833,59.56,83,100,33.38,JP,2021-11-30 20:10:44
124,Mizdah,31.4451,12.9801,49.75,54,18,5.01,LY,2021-11-30 20:10:44
125,Cabo San Lucas,22.8909,-109.9124,85.05,54,75,1.01,MX,2021-11-30 20:10:44
126,Stephenville,32.2207,-98.2023,77.77,31,1,8.05,US,2021-11-30 20:10:45
127,Saint-Philippe,-21.3585,55.7679,76.59,78,38,7.54,RE,2021-11-30 20:10:45
128,Talnakh,69.4865,88.3972,-20.79,93,14,9.31,RU,2021-11-30 20:10:45
129,Kaeo,-35.1,173.7833,67.32,84,100,1.57,NZ,2021-11-30 20:10:46
130,Katsuura,35.1333,140.3,66.22,88,100,36.26,JP,2021-11-30 20:09:15
131,Saint-Francois,46.4154,3.9054,41.47,71,90,4.61,FR,2021-11-30 20:10:46
132,Faya,18.3851,42.4509,52.32,36,0,5.86,SA,2021-11-30 20:10:46
133,Khash,28.2211,61.2158,52.29,44,4,1.81,IR,2021-11-30 20:10:47
134,Ordu,40.9086,37.6845,41.5,78,88,9.57,TR,2021-11-30 20:10:47
135,Komsomolskiy,40.4272,71.7189,36.82,42,1,2.8,UZ,2021-11-30 20:10:47
136,Megion,61.0296,76.1136,3.22,89,99,7.92,RU,2021-11-30 20:10:48
137,Rossland,49.0831,-117.8022,42.91,98,100,2.73,CA,2021-11-30 20:10:48
138,Rocha,-34.4833,-54.3333,66.15,86,82,14.63,UY,2021-11-30 20:10:48
139,Sun Valley,39.5963,-119.776,61.86,38,75,1.01,US,2021-11-30 20:11:49
140,Cherskiy,68.75,161.3,-15.63,98,100,5.06,RU,2021-11-30 20:11:49
141,Kindersley,51.4668,-109.1682,36.77,78,61,6.17,CA,2021-11-30 20:11:49
142,Turhal,40.3875,36.0811,49.98,84,100,11.36,TR,2021-11-30 20:11:49
143,Airai,-8.9266,125.4092,60.71,80,100,2.15,TL,2021-11-30 20:11:50
144,Troitskoye,52.9821,84.6757,15.31,88,60,4.59,RU,2021-11-30 20:11:50
145,Kijang,35.2442,129.2139,39.2,59,44,15.84,KR,2021-11-30 20:11:50
146,Shorapur,16.5167,76.75,70.66,86,100,7.11,IN,2021-11-30 20:11:51
147,Tiksi,71.6872,128.8694,-21.46,98,99,6.35,RU,2021-11-30 20:11:51
148,Krasnoarmeysk,51.0239,45.6969,36.28,73,30,6.73,RU,2021-11-30 20:11:51
149,Wajid,3.8093,43.2471,80.73,38,85,8.68,SO,2021-11-30 20:11:52
150,Krasnoselkup,65.7,82.4667,-18.15,98,10,9.44,RU,2021-11-30 20:11:52
151,Lorengau,-2.0226,147.2712,81.48,76,92,8.39,PG,2021-11-30 20:11:52
152,Wattegama,6.7989,81.4808,73.24,93,0,3.13,LK,2021-11-30 20:11:53
153,Katete,-0.7818,29.7544,61.2,96,100,2.84,UG,2021-11-30 20:11:53
154,Sitka,57.0531,-135.33,36.55,98,100,2.35,US,2021-11-30 20:09:05
155,Kavieng,-2.5744,150.7967,82.11,75,98,10.25,PG,2021-11-30 20:11:53
156,Sindor,62.8629,51.8905,19.96,94,100,12.33,RU,2021-11-30 20:11:54
157,Aklavik,68.2191,-135.0107,-41.49,100,62,1.57,CA,2021-11-30 20:11:54
158,Sakaraha,-22.9,44.5333,72.95,63,5,1.16,MG,2021-11-30 20:11:54
159,Portland,45.5234,-122.6762,58.08,90,90,1.99,US,2021-11-30 20:08:12
160,Largo,27.9095,-82.7873,73.18,50,1,1.99,US,2021-11-30 20:10:45
161,Khatanga,71.9667,102.5,-39.59,100,74,1.41,RU,2021-11-30 20:11:55
162,Borna,51.1167,12.5,43.61,84,90,8.99,DE,2021-11-30 20:11:55
163,Vaitape,-16.5167,-151.75,80.62,78,100,19.26,PF,2021-11-30 20:11:55
164,Klaksvik,62.2266,-6.589,34.72,62,100,17.22,FO,2021-11-30 20:11:56
165,Inirida,3.8653,-67.9239,86.63,64,100,3.18,CO,2021-11-30 20:11:56
166,Kazachinskoye,57.6953,93.2761,22.44,86,100,13.31,RU,2021-11-30 20:11:56
167,Gwadar,25.1216,62.3254,74.68,58,1,6.17,PK,2021-11-30 20:11:57
168,Narsaq,60.9167,-46.05,32.22,91,100,9.69,GL,2021-11-30 20:11:57
169,Fairbanks,64.8378,-147.7164,-4.02,76,75,0.0,US,2021-11-30 20:10:02
170,Rayong,12.8333,101.4333,76.78,66,86,10.2,TH,2021-11-30 20:11:57
171,Clayton,33.5335,-84.3666,66.11,38,1,3.0,US,2021-11-30 20:11:58
172,Seymchan,62.8833,152.4333,-33.14,99,91,1.36,RU,2021-11-30 20:11:58
173,Inta,66.0317,60.1659,10.45,73,100,23.96,RU,2021-11-30 20:11:58
174,Labytnangi,66.6572,66.4183,-13.74,95,100,1.1,RU,2021-11-30 20:11:59
175,Solano,38.2333,-121.9511,72.25,56,1,6.91,US,2021-11-30 20:11:59
176,Calama,-22.4667,-68.9333,75.69,14,20,24.16,CL,2021-11-30 20:08:13
177,Charagua,-19.8,-63.2167,83.17,37,100,5.61,BO,2021-11-30 20:11:59
178,Bengkulu,-3.8004,102.2655,74.57,88,98,6.85,ID,2021-11-30 20:12:00
179,Ibra,22.6906,58.5334,70.5,61,95,1.97,OM,2021-11-30 20:12:00
180,Bandundu,-3.3167,17.3667,76.26,85,100,2.44,CD,2021-11-30 20:12:00
181,Xining,36.6167,101.7667,18.7,55,0,1.83,CN,2021-11-30 20:07:49
182,Bay Roberts,47.5999,-53.2648,55.33,86,100,18.01,CA,2021-11-30 20:12:01
183,Ejido,8.5514,-71.2375,75.27,78,94,3.42,VE,2021-11-30 20:12:01
184,Quzhou,28.9594,118.8686,40.48,61,0,1.72,CN,2021-11-30 20:08:09
185,Cockburn Town,21.4612,-71.1419,79.27,70,100,11.54,TC,2021-11-30 20:09:53
186,Tolaga Bay,-38.3667,178.3,63.16,96,100,9.51,NZ,2021-11-30 20:13:02
187,Gamba,-2.65,10.0,77.07,86,63,3.6,GA,2021-11-30 20:13:02
188,Hualmay,-11.0964,-77.6139,70.74,73,58,11.48,PE,2021-11-30 20:13:02
189,Ancud,-41.8697,-73.8203,67.42,67,11,9.73,CL,2021-11-30 20:13:03
190,Waipawa,-41.4122,175.5153,59.31,92,100,8.5,NZ,2021-11-30 20:13:03
191,Huarmey,-10.0681,-78.1522,72.09,72,24,12.66,PE,2021-11-30 20:13:03
192,Roald,62.5833,6.1333,34.0,80,75,5.75,NO,2021-11-30 20:13:04
193,Deniliquin,-35.5333,144.9667,68.0,76,39,5.97,AU,2021-11-30 20:13:04
194,Balabac,7.9868,117.0645,80.92,81,100,9.91,PH,2021-11-30 20:13:04
195,Cidreira,-30.1811,-50.2056,76.51,58,0,17.52,BR,2021-11-30 20:13:05
196,Kruisfontein,-34.0033,24.7314,60.89,86,8,4.14,ZA,2021-11-30 20:13:05
197,Pafos,34.7667,32.4167,67.91,60,40,26.46,CY,2021-11-30 20:13:05
198,Lagoa,39.05,-27.9833,61.77,75,11,11.7,PT,2021-11-30 20:13:05
199,Tabas,33.5959,56.9244,57.96,38,1,2.35,IR,2021-11-30 20:13:06
200,Opunake,-39.4556,173.8583,63.34,92,94,11.68,NZ,2021-11-30 20:13:06
201,Verbilki,56.5333,37.6,27.27,88,100,20.65,RU,2021-11-30 20:13:06
202,Polunochnoye,60.8697,60.4153,16.03,96,100,4.94,RU,2021-11-30 20:13:07
203,Fort Payne,34.4442,-85.7197,65.23,51,1,9.22,US,2021-11-30 20:13:07
204,Poum,-20.2333,164.0167,80.8,78,16,13.11,NC,2021-11-30 20:13:07
205,Sorland,67.667,12.6934,30.06,74,100,21.3,NO,2021-11-30 20:13:08
206,Cedar City,37.6775,-113.0619,55.4,29,0,6.55,US,2021-11-30 20:12:15
207,Darnah,32.767,22.6367,63.03,59,100,24.7,LY,2021-11-30 20:13:08
208,Souillac,-20.5167,57.5167,77.38,78,40,2.3,MU,2021-11-30 20:13:09
209,Ribeira Grande,38.5167,-28.7,61.2,77,75,4.61,PT,2021-11-30 20:13:09
210,Kidal,18.4411,1.4078,79.09,12,55,9.98,ML,2021-11-30 20:13:09
211,San Lorenzo,-25.3333,-57.5333,86.94,35,0,9.22,PY,2021-11-30 20:12:46
212,Kasongo,-4.45,26.6667,68.94,98,95,2.46,CD,2021-11-30 20:13:10
213,Nome,64.5011,-165.4064,-11.13,54,1,6.91,US,2021-11-30 20:13:10
214,Ahipara,-35.1667,173.1667,66.15,74,100,2.17,NZ,2021-11-30 20:13:10
215,Bhuban,20.8833,85.8333,63.99,58,13,3.11,IN,2021-11-30 20:13:10
216,Zatoka,46.0725,30.4654,30.74,60,45,16.2,UA,2021-11-30 20:13:11
217,Nantucket,41.2835,-70.0995,41.14,66,100,18.41,US,2021-11-30 20:08:53
218,Melilla,35.2937,-2.9383,55.78,76,0,4.61,ES,2021-11-30 20:13:11
219,Grand Forks,47.9417,-97.4337,33.53,56,75,8.05,US,2021-11-30 20:13:11
220,Sao Felix Do Xingu,-6.6447,-51.995,87.93,56,90,0.43,BR,2021-11-30 20:13:12
221,Itororo,-15.1169,-40.0703,83.08,68,96,5.48,BR,2021-11-30 20:13:12
222,Vilyuysk,63.7553,121.6247,-37.05,100,46,3.2,RU,2021-11-30 20:13:12
223,Pisco,-13.7,-76.2167,71.65,68,0,21.85,PE,2021-11-30 20:13:13
224,Severo-Yeniseyskiy,60.3725,93.0408,15.31,87,100,13.71,RU,2021-11-30 20:13:13
225,Xiaoshi,41.2971,124.1209,15.82,96,90,4.43,CN,2021-11-30 20:13:13
226,Bandarbeyla,9.4942,50.8122,77.59,69,44,19.69,SO,2021-11-30 20:13:14
227,Piripiri,-4.2733,-41.7769,98.42,21,100,6.44,BR,2021-11-30 20:13:14
228,Turayf,31.6725,38.6637,63.68,28,79,9.71,SA,2021-11-30 20:13:14
229,Paramonga,-10.6667,-77.8333,69.31,77,100,11.48,PE,2021-11-30 20:13:15
230,Chaman,30.9236,66.4512,49.96,39,7,1.99,PK,2021-11-30 20:13:15
231,Laguna,38.421,-121.4238,73.44,70,1,1.01,US,2021-11-30 20:12:05
232,Behshahr,36.6923,53.5526,68.86,26,33,10.51,IR,2021-11-30 20:14:15
233,Rundu,-17.9333,19.7667,71.24,61,58,7.36,NA,2021-11-30 20:14:16
234,Oviedo,43.3603,-5.8448,52.29,92,100,3.0,ES,2021-11-30 20:14:16
235,Sao Filipe,14.8961,-24.4956,74.53,68,100,15.08,CV,2021-11-30 20:14:16
236,Ust-Tsilma,65.441,52.1498,15.48,91,100,16.06,RU,2021-11-30 20:14:17
237,Bairiki,1.3292,172.9752,82.4,74,20,10.36,KI,2021-11-30 20:14:17
238,Meulaboh,4.1363,96.1285,75.9,87,69,2.1,ID,2021-11-30 20:14:17
239,La Ronge,55.1001,-105.2842,23.16,76,100,8.05,CA,2021-11-30 20:14:18
240,Ciudad Bolivar,8.1222,-63.5497,87.6,53,100,10.02,VE,2021-11-30 20:14:18
241,Hofn,64.2539,-15.2082,33.1,94,100,11.97,IS,2021-11-30 20:14:18
242,Manicore,-5.8092,-61.3003,87.46,61,97,2.93,BR,2021-11-30 20:14:18
243,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,81.01,93,99,0.85,BR,2021-11-30 20:14:19
244,Norman Wells,65.282,-126.8329,-26.03,98,50,1.66,CA,2021-11-30 20:14:19
245,Mandla,22.6,80.3833,56.59,50,96,3.94,IN,2021-11-30 20:14:19
246,Mahebourg,-20.4081,57.7,77.29,78,40,2.3,MU,2021-11-30 20:14:20
247,Constitucion,-35.3333,-72.4167,61.93,70,15,9.93,CL,2021-11-30 20:14:20
248,Bam,29.106,58.357,58.64,34,0,4.23,IR,2021-11-30 20:14:20
249,Quthing,-30.4,27.7003,65.93,32,5,2.21,LS,2021-11-30 20:14:21
250,Kaniama,-7.5667,24.1833,65.77,98,100,1.86,CD,2021-11-30 20:14:21
251,Fortuna,40.5982,-124.1573,56.32,100,20,9.22,US,2021-11-30 20:12:12
252,Lagos De Moreno,21.35,-101.9167,79.29,31,39,5.44,MX,2021-11-30 20:14:21
253,Siilinjarvi,63.0833,27.6667,19.42,86,90,13.8,FI,2021-11-30 20:14:22
254,Kaitangata,-46.2817,169.8464,54.93,73,100,11.61,NZ,2021-11-30 20:14:22
255,Tena,-0.9833,-77.8167,79.56,98,100,0.56,EC,2021-11-30 20:14:22
256,Warrington,53.3925,-2.5802,51.91,89,75,1.01,GB,2021-11-30 20:14:23
257,Dicabisagan,17.0818,122.4157,77.74,87,99,15.88,PH,2021-11-30 20:14:23
258,Bubaque,11.2833,-15.8333,82.29,68,8,11.03,GW,2021-11-30 20:14:23
259,Port Macquarie,-31.4333,152.9167,66.09,100,75,0.0,AU,2021-11-30 20:14:23
260,Malakal,9.5334,31.6605,89.01,32,66,3.06,SS,2021-11-30 20:14:24
261,La Asuncion,11.0333,-63.8628,82.2,75,100,15.14,VE,2021-11-30 20:14:24
262,San Patricio,28.017,-97.5169,79.21,61,75,9.06,US,2021-11-30 20:14:24
263,Vallenar,-28.5708,-70.7581,81.5,30,0,9.19,CL,2021-11-30 20:14:25
264,Daru,-9.0763,143.2092,80.37,83,100,3.71,PG,2021-11-30 20:14:25
265,Namibe,-15.1961,12.1522,70.59,77,59,2.75,AO,2021-11-30 20:14:26
266,Berwick,41.0545,-76.2333,36.93,84,100,5.93,US,2021-11-30 20:11:53
267,Huaidian,33.4333,115.0333,34.68,43,31,4.47,CN,2021-11-30 20:14:26
268,Caborca,30.5838,-111.101,77.45,24,0,1.9,MX,2021-11-30 20:14:26
269,Severo-Kurilsk,50.6789,156.125,30.18,66,100,7.78,RU,2021-11-30 20:14:27
270,Nueva Gerona,21.8833,-82.8,77.02,63,25,9.69,CU,2021-11-30 20:14:27
271,Diamantino,-14.4086,-56.4461,79.56,86,96,7.61,BR,2021-11-30 20:14:27
272,Kilembe,0.2,30.0,60.66,85,98,4.92,UG,2021-11-30 20:14:28
273,Pokosnoye,55.5258,101.0536,28.2,61,93,14.32,RU,2021-11-30 20:14:28
274,Elk City,35.412,-99.4043,73.62,21,1,0.0,US,2021-11-30 20:11:26
275,Aksu,41.1231,80.2644,24.89,50,7,0.27,CN,2021-11-30 20:14:28
276,Caravelas,-17.7125,-39.2481,79.7,81,62,15.03,BR,2021-11-30 20:15:29
277,Presidencia Roque Saenz Pena,-26.7852,-60.4388,90.37,21,0,8.66,AR,2021-11-30 20:15:29
278,Lumby,50.2498,-118.969,45.73,85,100,2.66,CA,2021-11-30 20:11:35
279,Basoko,1.2391,23.616,70.72,93,100,1.63,CD,2021-11-30 20:15:29
280,Preobrazheniye,42.9019,133.9064,23.2,80,100,17.52,RU,2021-11-30 20:15:30
281,Vestmanna,62.1564,-7.1664,32.92,80,90,6.91,FO,2021-11-30 20:15:30
282,Dunedin,-45.8742,170.5036,51.67,90,100,11.32,NZ,2021-11-30 20:15:04
283,Saldanha,-33.0117,17.9442,62.08,83,45,10.25,ZA,2021-11-30 20:15:31
284,Arraial Do Cabo,-22.9661,-42.0278,76.96,94,75,3.44,BR,2021-11-30 20:15:31
285,Campbell River,50.0163,-125.2446,47.73,100,90,1.01,CA,2021-11-30 20:15:29
286,Pasni,25.2631,63.471,74.43,49,0,8.34,PK,2021-11-30 20:15:31
287,Auki,-8.7676,160.7034,79.25,84,99,4.38,SB,2021-11-30 20:15:32
288,Tambun,-6.2641,107.0712,80.49,78,86,5.93,ID,2021-11-30 20:15:32
289,Ust-Nera,64.5667,143.2,-31.41,99,90,4.12,RU,2021-11-30 20:15:33
290,Sampit,-2.5333,112.95,73.83,98,100,2.13,ID,2021-11-30 20:15:33
291,Tasiilaq,65.6145,-37.6368,8.4,79,4,4.81,GL,2021-11-30 20:15:33
292,Goure,13.9835,10.2704,82.02,14,95,9.24,NE,2021-11-30 20:15:34
293,Mehamn,71.0357,27.8492,21.38,79,0,6.91,NO,2021-11-30 20:15:34
294,Vestmannaeyjar,63.4427,-20.2734,30.58,73,12,26.55,IS,2021-11-30 20:15:34
